Iout_real,SOC,Uout_real,K_0 (const),Uout_real – K_0,U_out_mean (const),Uout_real – U_out_mean (x),U_out_variance (const),standard deviation (const),normal distribution,,,,,,,for R_k,
-0.01,10.4319277777764,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4319249999986,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4319222222208,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4319194444431,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4319166666653,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
0.01,10.4319194444431,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
0.01,10.4319222222208,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4319194444431,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4319166666653,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4319138888875,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4319138888875,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4319138888875,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4319111111097,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.431908333332,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.431908333332,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.431908333332,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4319055555542,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4319027777764,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318999999986,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.03,10.4318916666653,48.59,42.759,5.831,6.420024,0.589023999999997,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318888888875,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318861111097,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
0.01,10.4318888888875,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318861111097,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318833333319,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318833333319,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318833333319,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318833333319,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318805555542,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318805555542,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
0.01,10.4318833333319,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318833333319,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318805555542,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318777777764,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318777777764,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0.01,10.4318805555542,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318805555542,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318777777764,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318749999986,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318749999986,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318722222208,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318722222208,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318694444431,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318666666653,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318666666653,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318638888875,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318611111097,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318611111097,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318583333319,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318555555542,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318527777764,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318499999986,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318472222208,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318444444431,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318416666653,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318416666653,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318388888875,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.03,10.4318305555542,48.59,42.759,5.831,6.420024,0.589023999999997,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318277777764,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318249999986,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318249999986,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318249999986,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318222222208,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.431819444443,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.431819444443,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318166666653,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318138888875,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318111111097,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318111111097,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318083333319,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318083333319,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318055555542,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4318055555542,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4318027777764,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317999999986,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4317999999986,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317972222208,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.431794444443,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.431794444443,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317916666653,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4317916666653,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317888888875,48.6,42.759,5.841,6.420024,0.579023999999999,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317861111097,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317833333319,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317805555541,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317777777764,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317749999986,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4317749999986,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.03,10.4317666666653,48.59,42.759,5.831,6.420024,0.589023999999997,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317638888875,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4317638888875,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317611111097,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317583333319,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317555555541,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4317555555541,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4317555555541,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317527777764,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317499999986,48.59,42.759,5.831,6.420024,0.589023999999997,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317472222208,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.03,10.4317388888875,48.59,42.759,5.831,6.420024,0.589023999999997,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317361111097,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.03,10.4317277777764,48.59,42.759,5.831,6.420024,0.589023999999997,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4317277777764,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317249999986,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4317249999986,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317222222208,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.431719444443,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.431719444443,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317166666652,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317138888875,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4317138888875,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317111111097,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317083333319,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4317083333319,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317055555541,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4317027777764,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316999999986,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316972222208,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4316972222208,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.431694444443,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316916666652,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316888888875,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316861111097,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316833333319,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316805555541,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316777777763,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316749999986,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316722222208,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.431669444443,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316666666652,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316638888875,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316611111097,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316583333319,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316555555541,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316527777763,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316499999986,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4316499999986,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.03,10.4316416666652,48.59,42.759,5.831,6.420024,0.589023999999997,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316388888875,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.03,10.4316305555541,48.61,42.759,5.851,6.420024,0.569024000000001,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4316305555541,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316277777763,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4316277777763,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316249999986,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316222222208,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4316222222208,48.66,42.759,5.901,6.420024,0.519024000000004,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.431619444443,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.431619444443,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316166666652,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4316166666652,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4316166666652,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316138888874,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316111111097,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4316111111097,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316083333319,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316055555541,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4316027777763,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4316027777763,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315999999986,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315972222208,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.431594444443,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315916666652,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315888888874,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315861111097,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315833333319,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315805555541,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315777777763,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315749999986,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.03,10.4315666666652,48.61,42.759,5.851,6.420024,0.569024000000001,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315638888874,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315611111097,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315583333319,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315555555541,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315527777763,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315499999985,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315472222208,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.431544444443,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315416666652,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4315416666652,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315388888874,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4315388888874,48.66,42.759,5.901,6.420024,0.519024000000004,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315361111097,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315333333319,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315305555541,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315277777763,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315249999985,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315222222208,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.431519444443,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315166666652,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315138888874,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315111111096,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315083333319,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315055555541,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4315027777763,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314999999985,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4314999999985,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314972222208,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.431494444443,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314916666652,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314888888874,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4314888888874,48.66,42.759,5.901,6.420024,0.519024000000004,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314861111096,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314833333319,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314805555541,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314777777763,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314749999985,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314722222207,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.431469444443,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314666666652,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4314666666652,48.66,42.759,5.901,6.420024,0.519024000000004,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314638888874,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314611111096,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
0,10.4314611111096,48.64,42.759,5.881,6.420024,0.539024,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314583333319,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314555555541,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.03,10.4314472222207,48.61,42.759,5.851,6.420024,0.569024000000001,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.431444444443,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314416666652,48.62,42.759,5.861,6.420024,0.559024000000003,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.03,10.4314333333319,48.61,42.759,5.851,6.420024,0.569024000000001,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314305555541,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
-0.01,10.4314277777763,48.63,42.759,5.871,6.420024,0.549023999999998,1.483424,1.21795894840508,0.000003,,,,,,,,
