N,I_Real,SOC,U_Real,U_linear_SUN_model,U_result_kf,OCV_from_SOC,SOC_from_OCV,U_non_linear,U_ekf_result,Err_non_linear,squared_Err_non_linear,SOC,,,,,,
198,-92.7,0.985241,23.58,23.8403,22.014,79.1593,73.4565,-54914.1,-104168,0.260273,0.067742034529,0.985241,,,,,,
199,-92.7,0.984897,23.58,23.8372,22.0103,79.1564,73.4565,-54829.2,-104083,0.257181,0.066142066761,0.984897,,,,,,
200,-92.7,0.984553,23.56,23.8341,22.0066,79.1534,73.6258,-54744.2,-103999,0.274089,0.075124779921,0.984553,,,,,,
201,-92.7,0.98421,23.56,23.831,22.0028,79.1504,73.6258,-54659.3,-103914,0.270999,0.073440458001,0.98421,,,,,,
202,-92.7,0.983866,23.58,23.8279,21.9991,79.1475,73.4565,-54574.3,-103829,0.247908,0.061458376464,0.983866,,,,,,
203,-92.7,0.983522,23.56,23.8248,21.9953,79.1445,73.6258,-54489.4,-103745,0.264816,0.070127513856,0.983522,,,,,,
204,-92.7,0.983179,23.58,23.8217,21.9916,79.1415,73.4565,-54404.5,-103660,0.241724,0.058430492176,0.983179,,,,,,
205,-92.7,0.982835,23.58,23.8186,21.9879,79.1386,73.4565,-54319.6,-103576,0.238632,0.056945231424,0.982835,,,,,,
206,-92.7,0.982491,23.58,23.8155,21.9841,79.1356,73.4565,-54234.6,-103491,0.23554,0.0554790916,0.982491,,,,,,
207,-92.7,0.982148,23.56,23.8124,21.9804,79.1326,73.6258,-54149.7,-103406,0.252448,0.063729992704,0.982148,,,,,,
208,-92.7,0.981804,23.57,23.8094,21.9766,79.1297,73.5411,-54064.7,-103322,0.239359,0.057292730881,0.981804,,,,,,
209,-92.7,0.98146,23.58,23.8063,21.9729,79.1267,73.4565,-53979.8,-103237,0.226267,0.051196755289,0.98146,,,,,,
210,-92.7,0.981117,23.58,23.8032,21.9691,79.1238,73.4565,-53894.9,-103152,0.223175,0.049807080625,0.981117,,,,,,
211,-92.7,0.980773,23.56,23.8001,21.9654,79.1208,73.6258,-53809.9,-103068,0.240083,0.057639846889,0.980773,,,,,,
212,-92.7,0.980429,23.56,23.797,21.9616,79.1178,73.6258,-53725,-102983,0.236991,0.056164734081,0.980429,,,,,,
213,-92.7,0.980086,23.57,23.7939,21.9579,79.1149,73.5411,-53640.1,-102899,0.2239,0.05013121,0.980086,,,,,,
214,-92.7,0.979742,23.58,23.7908,21.9541,79.1119,73.4565,-53555.1,-102814,0.21081,0.0444408561,0.979742,,,,,,
215,-92.7,0.979398,23.58,23.7877,21.9504,79.1089,73.4565,-53470.2,-102729,0.207718,0.043146767524,0.979398,,,,,,
216,-92.7,0.979055,23.58,23.7846,21.9466,79.106,73.4565,-53385.3,-102645,0.204626,0.041871799876,0.979055,,,,,,
217,-92.7,0.978711,23.58,23.7815,21.9429,79.103,73.4565,-53300.3,-102560,0.201534,0.040615953156,0.978711,,,,,,
218,-92.7,0.978367,23.58,23.7784,21.9391,79.1,73.4565,-53215.4,-102475,0.198442,0.039379227364,0.978367,,,,,,
219,-92.7,0.978024,23.56,23.7754,21.9354,79.0971,73.6258,-53130.4,-102391,0.215351,0.046376053201,0.978024,,,,,,
220,-92.7,0.97768,23.56,23.7723,21.9316,79.0941,73.6258,-53045.5,-102306,0.212259,0.045053883081,0.97768,,,,,,
221,-92.7,0.977336,23.58,23.7692,21.9279,79.0911,73.4565,-52960.6,-102222,0.189169,0.035784910561,0.977336,,,,,,
222,-92.7,0.976993,23.58,23.7661,21.9241,79.0882,73.4565,-52875.7,-102137,0.186077,0.034624649929,0.976993,,,,,,
223,-92.7,0.976649,23.58,23.763,21.9204,79.0852,73.4565,-52790.7,-102052,0.182985,0.033483510225,0.976649,,,,,,
224,-92.7,0.976305,23.58,23.7599,21.9166,79.0823,73.4565,-52705.8,-101968,0.179893,0.032361491449,0.976305,,,,,,
225,-92.7,0.975962,23.56,23.7568,21.9129,79.0793,73.6258,-52620.8,-101883,0.196802,0.038731027204,0.975962,,,,,,
226,-92.7,0.975618,23.58,23.7537,21.9091,79.0763,73.4565,-52535.9,-101799,0.17371,0.0301751641,0.975618,,,,,,
227,-92.7,0.975274,23.56,23.7506,21.9054,79.0734,73.6258,-52451,-101714,0.190618,0.036335221924,0.975274,,,,,,
228,-92.7,0.974931,23.58,23.7475,21.9016,79.0704,73.4565,-52366,-101629,0.167528,0.028065630784,0.974931,,,,,,
229,-92.7,0.974587,23.56,23.7444,21.8979,79.0674,73.6258,-52281.1,-101545,0.184436,0.034016638096,0.974587,,,,,,
230,-92.7,0.974243,23.58,23.7413,21.8941,79.0645,73.4565,-52196.2,-101460,0.161344,0.026031886336,0.974243,,,,,,
231,-92.7,0.973899,23.58,23.7383,21.8904,79.0615,73.4565,-52111.2,-101376,0.158253,0.025044012009,0.973899,,,,,,
232,-92.7,0.973556,23.56,23.7352,21.8866,79.0585,73.6258,-52026.3,-101291,0.175161,0.030681375921,0.973556,,,,,,
233,-92.7,0.973212,23.58,23.7321,21.8829,79.0556,73.4565,-51941.4,-101206,0.152069,0.023124980761,0.973212,,,,,,
234,-92.7,0.972868,23.57,23.729,21.8791,79.0526,73.5411,-51856.4,-101122,0.158979,0.025274322441,0.972868,,,,,,
235,-92.7,0.972525,23.57,23.7259,21.8754,79.0496,73.5411,-51771.5,-101037,0.155887,0.024300756769,0.972525,,,,,,
236,-92.7,0.972181,23.58,23.7228,21.8717,79.0467,73.4565,-51686.5,-100952,0.142795,0.020390412025,0.972181,,,,,,
237,-92.7,0.971837,23.56,23.7197,21.8679,79.0437,73.6258,-51601.6,-100868,0.159704,0.025505367616,0.971837,,,,,,
238,-92.7,0.971494,23.58,23.7166,21.8642,79.0407,73.4565,-51516.7,-100783,0.136612,0.018662838544,0.971494,,,,,,
239,-92.7,0.97115,23.57,23.7135,21.8605,79.0378,73.5411,-51431.7,-100699,0.14352,0.0205979904,0.97115,,,,,,
240,-92.7,0.970806,23.58,23.7104,21.8567,79.0348,73.4565,-51346.8,-100614,0.130428,0.017011463184,0.970806,,,,,,
241,-92.7,0.970463,23.55,23.7073,21.853,79.0319,73.7105,-51261.9,-100529,0.157338,0.024755246244,0.970463,,,,,,
242,-92.7,0.970119,23.57,23.7042,21.8493,79.0289,73.5411,-51176.9,-100445,0.134247,0.018022257009,0.970119,,,,,,
243,-92.7,0.969775,23.55,23.7012,21.8455,79.0259,73.7105,-51092,-100360,0.151155,0.022847834025,0.969775,,,,,,
244,-92.7,0.969432,23.55,23.6981,21.8418,79.023,73.7105,-51007.1,-100276,0.148063,0.021922651969,0.969432,,,,,,
245,-92.7,0.969088,23.57,23.695,21.8381,79.02,73.5411,-50922.1,-100191,0.124971,0.015617750841,0.969088,,,,,,
246,-92.7,0.968744,23.58,23.6919,21.8343,79.017,73.4565,-50837.2,-100106,0.111879,0.012516910641,0.968744,,,,,,
247,-92.7,0.968401,23.57,23.6888,21.8306,79.0141,73.5411,-50752.3,-100022,0.118787,0.014110351369,0.968401,,,,,,
248,-92.7,0.968057,23.55,23.6857,21.8269,79.0111,73.7105,-50667.3,-99937.2,0.135698,0.018413947204,0.968057,,,,,,
249,-92.7,0.967713,23.55,23.6826,21.8232,79.0081,73.7105,-50582.4,-99852.6,0.132606,0.017584351236,0.967713,,,,,,
250,-92.7,0.96737,23.57,23.6795,21.8195,79.0052,73.5411,-50497.4,-99767.9,0.109514,0.011993316196,0.96737,,,,,,
251,-92.7,0.967026,23.57,23.6764,21.8157,79.0022,73.5411,-50412.5,-99683.3,0.106422,0.011325642084,0.967026,,,,,,
252,-92.7,0.966682,23.57,23.6733,21.812,78.9992,73.5411,-50327.6,-99598.7,0.10333,0.0106770889,0.966682,,,,,,
253,-92.7,0.966339,23.57,23.6702,21.8083,78.9963,73.5411,-50242.6,-99514.1,0.100238,0.010047656644,0.966339,,,,,,
254,-92.7,0.965995,23.55,23.6671,21.8046,78.9933,73.7105,-50157.7,-99429.5,0.117149,0.013723888201,0.965995,,,,,,
255,-92.7,0.965651,23.57,23.6641,21.8009,78.9904,73.5411,-50072.8,-99344.9,0.0940568,0.00884668162624,0.965651,,,,,,
256,-92.7,0.965308,23.55,23.661,21.7972,78.9874,73.7105,-49987.8,-99260.3,0.110965,0.012313231225,0.965308,,,,,,
257,-92.7,0.964964,23.57,23.6579,21.7935,78.9844,73.5411,-49902.9,-99175.7,0.0878732,0.00772169927824,0.964964,,,,,,
258,-92.7,0.96462,23.56,23.6548,21.7897,78.9815,73.6258,-49818,-99091.1,0.0947813,0.00898349482969,0.96462,,,,,,
259,-92.7,0.964277,23.56,23.6517,21.786,78.9785,73.6258,-49733,-99006.5,0.0916895,0.00840696441025,0.964277,,,,,,
260,-92.7,0.963933,23.55,23.6486,21.7823,78.9755,73.7105,-49648.1,-98921.9,0.0985977,0.00972150644529,0.963933,,,,,,
261,-92.7,0.963589,23.56,23.6455,21.7786,78.9726,73.6258,-49563.2,-98837.3,0.0855078,0.00731158386084,0.963589,,,,,,
262,-92.7,0.963246,23.56,23.6424,21.7749,78.9696,73.6258,-49478.2,-98752.7,0.082416,0.006792397056,0.963246,,,,,,
263,-92.7,0.962902,23.55,23.6393,21.7712,78.9666,73.7105,-49393.3,-98668.1,0.0893242,0.00797881270564,0.962902,,,,,,
264,-92.7,0.962558,23.57,23.6362,21.7675,78.9637,73.5411,-49308.4,-98583.5,0.0662324,0.00438673080976,0.962558,,,,,,
265,-92.7,0.962214,23.57,23.6331,21.7638,78.9607,73.5411,-49223.4,-98498.9,0.0631406,0.00398673536836,0.962214,,,,,,
266,-92.7,0.961871,23.56,23.63,21.7601,78.9578,73.6258,-49138.5,-98414.3,0.0700487,0.00490682037169,0.961871,,,,,,
267,-92.7,0.961527,23.55,23.627,21.7565,78.9548,73.7105,-49053.5,-98329.7,0.0769569,0.00592236445761,0.961527,,,,,,
268,-92.7,0.961183,23.56,23.6239,21.7528,78.9518,73.6258,-48968.6,-98245.1,0.063867,0.004078993689,0.961183,,,,,,
269,-92.7,0.96084,23.55,23.6208,21.7491,78.9489,73.7105,-48883.7,-98160.5,0.0707752,0.00500912893504,0.96084,,,,,,
270,-92.7,0.960496,23.55,23.6177,21.7454,78.9459,73.7105,-48798.7,-98075.9,0.0676834,0.00458104263556,0.960496,,,,,,
271,-92.7,0.960152,23.55,23.6146,21.7417,78.9429,73.7105,-48713.8,-97991.3,0.0645916,0.00417207479056,0.960152,,,,,,
272,-92.7,0.959809,23.56,23.6115,21.738,78.94,73.6258,-48628.9,-97906.7,0.0514998,0.00265222940004,0.959809,,,,,,
273,-92.7,0.959465,23.55,23.6084,21.7344,78.937,73.7105,-48543.9,-97822.1,0.058408,0.003411494464,0.959465,,,,,,
274,-92.7,0.959121,23.56,23.6053,21.7307,78.934,73.6258,-48459,-97737.5,0.0453181,0.00205373018761,0.959121,,,,,,
275,-92.7,0.958778,23.55,23.6022,21.727,78.9311,73.7105,-48374.1,-97652.9,0.0522263,0.00272758641169,0.958778,,,,,,
276,-92.7,0.958434,23.55,23.5991,21.7233,78.9281,73.7105,-48289.1,-97568.3,0.0491344,0.00241418926336,0.958434,,,,,,
277,-92.7,0.95809,23.56,23.596,21.7196,78.9251,73.6258,-48204.2,-97483.7,0.0360426,0.00129906901476,0.95809,,,,,,
278,-92.7,0.957747,23.55,23.593,21.716,78.9222,73.7105,-48119.3,-97399.1,0.0429508,0.00184477122064,0.957747,,,,,,
279,-92.7,0.957403,23.56,23.5899,21.7123,78.9192,73.6258,-48034.3,-97314.5,0.029859,0.000891559881,0.957403,,,,,,
280,-92.7,0.957059,23.54,23.5868,21.7086,78.9163,73.7953,-47949.4,-97229.9,0.0467672,0.00218717099584,0.957059,,,,,,
281,-92.7,0.956716,23.54,23.5837,21.705,78.9133,73.7953,-47864.4,-97145.3,0.0436773,0.00190770653529,0.956716,,,,,,
282,-92.7,0.956372,23.54,23.5806,21.7013,78.9103,73.7953,-47779.5,-97060.7,0.0405855,0.00164718281025,0.956372,,,,,,
283,-92.7,0.956028,23.55,23.5775,21.6977,78.9074,73.7105,-47694.6,-96976.1,0.0274937,0.00075590353969,0.956028,,,,,,
284,-92.7,0.955685,23.54,23.5744,21.694,78.9044,73.7953,-47609.6,-96891.5,0.0344019,0.00118349072361,0.955685,,,,,,
285,-92.7,0.955341,23.55,23.5713,21.6904,78.9014,73.7105,-47524.7,-96807,0.02131,0.0004541161,0.955341,,,,,,
286,-92.7,0.954997,23.55,23.5682,21.6867,78.8985,73.7105,-47439.8,-96722.4,0.0182182,0.00033190281124,0.954997,,,,,,
287,-92.7,0.954654,23.55,23.5651,21.6831,78.8955,73.7105,-47354.8,-96637.8,0.0151264,0.00022880797696,0.954654,,,,,,
288,-92.7,0.95431,23.55,23.562,21.6794,78.8925,73.7105,-47269.9,-96553.2,0.0120365,0.00014487733225,0.95431,,,,,,
289,-92.7,0.953966,23.55,23.5589,21.6758,78.8896,73.7105,-47185,-96468.6,0.0089447,0.00008000765809,0.953966,,,,,,
290,-92.7,0.953623,23.55,23.5559,21.6721,78.8866,73.7105,-47100,-96384,0.00585289,0.0000342563213521,0.953623,,,,,,
291,-92.7,0.953279,23.55,23.5528,21.6685,78.8836,73.7105,-47015.1,-96299.4,0.00276108,0.0000076235627664,0.953279,,,,,,
292,-92.7,0.952935,23.53,23.5497,21.6648,78.8807,73.8801,-46930.2,-96214.8,0.0196693,0.00038688136249,0.952935,,,,,,
293,-92.7,0.952592,23.53,23.5466,21.6612,78.8777,73.8801,-46845.2,-96130.2,0.0165775,0.00027481350625,0.952592,,,,,,
294,-92.7,0.952248,23.53,23.5435,21.6576,78.8748,73.8801,-46760.3,-96045.6,0.0134875,0.00018191265625,0.952248,,,,,,
295,-92.7,0.951904,23.53,23.5404,21.6539,78.8718,73.8801,-46675.4,-95961,0.0103957,0.00010807057849,0.951904,,,,,,
296,-92.7,0.95156,23.53,23.5373,21.6503,78.8688,73.8801,-46590.4,-95876.4,0.00730392,0.0000533472473664,0.95156,,,,,,
297,-92.7,0.951217,23.54,23.5342,21.6467,78.8659,73.7953,-46505.5,-95791.8,0.00578789,0.0000334996706521,0.951217,,,,,,
298,-92.7,0.950873,23.55,23.5311,21.6431,78.8629,73.7105,-46420.5,-95707.3,0.0188797,0.00035644307209,0.950873,,,,,,
299,-92.7,0.950529,23.53,23.528,21.6394,78.8599,73.8801,-46335.6,-95622.7,0.00197151,0.0000038868516801,0.950529,,,,,,
300,-92.7,0.950186,23.54,23.5249,21.6358,78.857,73.7953,-46250.7,-95538.1,0.0150633,0.00022690300689,0.950186,,,,,,
301,-92.7,0.949842,23.54,23.5218,21.6322,78.854,73.7953,-46165.7,-95453.5,0.0181532,0.00032953867024,0.949842,,,,,,
302,-92.7,0.949498,23.52,23.5188,21.6286,78.851,73.9651,-46080.8,-95368.9,0.00124504,0.0000015501246016,0.949498,,,,,,
303,-92.7,0.949155,23.52,23.5157,21.625,78.8481,73.9651,-45995.9,-95284.3,0.00433685,0.0000188082679225,0.949155,,,,,,
304,-92.7,0.948811,23.53,23.5126,21.6214,78.8451,73.8801,-45910.9,-95199.7,0.0174287,0.00030375958369,0.948811,,,,,,
305,-92.7,0.948467,23.53,23.5095,21.6178,78.8422,73.8801,-45826,-95115.1,0.0205205,0.00042109092025,0.948467,,,,,,
306,-92.7,0.948124,23.52,23.5064,21.6142,78.8392,73.9651,-45741.1,-95030.5,0.0136123,0.00018529471129,0.948124,,,,,,
307,-92.7,0.94778,23.53,23.5033,21.6106,78.8362,73.8801,-45656.1,-94946,0.0267041,0.00071310895681,0.94778,,,,,,
308,-92.7,0.947436,23.53,23.5002,21.607,78.8333,73.8801,-45571.2,-94861.4,0.029794,0.000887682436,0.947436,,,,,,
309,-92.7,0.947093,23.52,23.4971,21.6034,78.8303,73.9651,-45486.2,-94776.8,0.0228858,0.00052375984164,0.947093,,,,,,
310,-92.7,0.946749,23.52,23.494,21.5998,78.8273,73.9651,-45401.3,-94692.2,0.0259776,0.00067483570176,0.946749,,,,,,
311,-92.7,0.946405,23.51,23.4909,21.5962,78.8244,74.0501,-45316.4,-94607.6,0.0190694,0.00036364201636,0.946405,,,,,,
312,-92.7,0.946062,23.52,23.4878,21.5926,78.8214,73.9651,-45231.5,-94523,0.0321613,0.00103434921769,0.946062,,,,,,
313,-92.7,0.945718,23.53,23.4847,21.589,78.8184,73.8801,-45146.5,-94438.4,0.0452531,0.00204784305961,0.945718,,,,,,
314,-92.7,0.945374,23.53,23.4817,21.5854,78.8155,73.8801,-45061.6,-94353.8,0.048343,0.002337045649,0.945374,,,,,,
315,-92.7,0.945031,23.52,23.4786,21.5818,78.8125,73.9651,-44976.6,-94269.3,0.0414348,0.00171684265104,0.945031,,,,,,
316,-92.7,0.944687,23.52,23.4755,21.5783,78.8096,73.9651,-44891.7,-94184.7,0.0445266,0.00198261810756,0.944687,,,,,,
317,-92.7,0.944343,23.52,23.4724,21.5747,78.8066,73.9651,-44806.8,-94100.1,0.0476184,0.00226751201856,0.944343,,,,,,
318,-92.7,0.944,23.52,23.4693,21.5711,78.8036,73.9651,-44721.8,-94015.5,0.0507102,0.00257152438404,0.944,,,,,,
319,-92.7,0.943656,23.52,23.4662,21.5675,78.8007,73.9651,-44636.9,-93930.9,0.053802,0.002894655204,0.943656,,,,,,
320,-92.7,0.943312,23.51,23.4631,21.564,78.7977,74.0501,-44552,-93846.3,0.0468938,0.00219902847844,0.943312,,,,,,
321,-92.7,0.942969,23.52,23.46,21.5604,78.7947,73.9651,-44467,-93761.8,0.0599837,0.00359804426569,0.942969,,,,,,
322,-92.7,0.942625,23.52,23.4569,21.5568,78.7918,73.9651,-44382.1,-93677.2,0.0630756,0.00397853131536,0.942625,,,,,,
323,-92.7,0.942281,23.5,23.4538,21.5533,78.7888,74.1351,-44297.2,-93592.6,0.0461674,0.00213142882276,0.942281,,,,,,
324,-92.7,0.941938,23.5,23.4507,21.5497,78.7858,74.1351,-44212.2,-93508,0.0492592,0.00242646878464,0.941938,,,,,,
325,-92.7,0.941594,23.51,23.4476,21.5462,78.7829,74.0501,-44127.3,-93423.4,0.062351,0.003887647201,0.941594,,,,,,
326,-92.7,0.94125,23.51,23.4446,21.5426,78.7799,74.0501,-44042.3,-93338.8,0.0654428,0.00428276007184,0.94125,,,,,,
327,-92.7,0.940906,23.5,23.4415,21.5391,78.7769,74.1351,-43957.4,-93254.3,0.0585346,0.00342629939716,0.940906,,,,,,
328,-92.7,0.940563,23.5,23.4384,21.5355,78.774,74.1351,-43872.5,-93169.7,0.0616245,0.00379757900025,0.940563,,,,,,
329,-92.7,0.940219,23.51,23.4353,21.532,78.771,74.0501,-43787.6,-93085.1,0.0747163,0.00558252548569,0.940219,,,,,,
330,-92.7,0.939875,23.51,23.4322,21.5284,78.7681,74.0501,-43702.6,-93000.5,0.0778081,0.00605410042561,0.939875,,,,,,
331,-92.7,0.939532,23.51,23.4291,21.5249,78.7651,74.0501,-43617.7,-92915.9,0.0809,0.00654481,0.939532,,,,,,
332,-92.7,0.939188,23.51,23.426,21.5213,78.7621,74.0501,-43532.7,-92831.4,0.0839918,0.00705462246724,0.939188,,,,,,
333,-92.7,0.938844,23.5,23.4229,21.5178,78.7592,74.1351,-43447.8,-92746.8,0.0770836,0.00594188138896,0.938844,,,,,,
334,-92.7,0.938501,23.5,23.4198,21.5143,78.7562,74.1351,-43362.9,-92662.2,0.0801735,0.00642779010225,0.938501,,,,,,
335,-92.7,0.938157,23.5,23.4167,21.5107,78.7532,74.1351,-43277.9,-92577.6,0.0832653,0.00693311018409,0.938157,,,,,,
336,-92.7,0.937813,23.49,23.4136,21.5072,78.7503,74.2202,-43193,-92493,0.0763571,0.00583040672041,0.937813,,,,,,
337,-92.7,0.93747,23.49,23.4106,21.5037,78.7473,74.2202,-43108.1,-92408.5,0.0794489,0.00631212771121,0.93747,,,,,,
338,-92.7,0.937126,23.49,23.4075,21.5002,78.7443,74.2202,-43023.1,-92323.9,0.0825407,0.00681296715649,0.937126,,,,,,
339,-92.7,0.936782,23.5,23.4044,21.4967,78.7414,74.1351,-42938.2,-92239.3,0.0956326,0.00914559418276,0.936782,,,,,,
340,-92.7,0.936439,23.5,23.4013,21.4931,78.7384,74.1351,-42853.3,-92154.7,0.0987244,0.00974650715536,0.936439,,,,,,
341,-92.7,0.936095,23.48,23.3982,21.4896,78.7355,74.3054,-42768.3,-92070.2,0.0818143,0.00669357968449,0.936095,,,,,,
342,-92.7,0.935751,23.5,23.3951,21.4861,78.7325,74.1351,-42683.4,-91985.6,0.104906,0.011005268836,0.935751,,,,,,
343,-92.7,0.935408,23.49,23.392,21.4826,78.7295,74.2202,-42598.4,-91901,0.0979979,0.00960358840441,0.935408,,,,,,
344,-92.7,0.935064,23.5,23.3889,21.4791,78.7266,74.1351,-42513.5,-91816.4,0.11109,0.0123409881,0.935064,,,,,,
345,-92.7,0.93472,23.48,23.3858,21.4756,78.7236,74.3054,-42428.6,-91731.9,0.0941815,0.00887015494225,0.93472,,,,,,
346,-92.7,0.934377,23.49,23.3827,21.4721,78.7206,74.2202,-42343.6,-91647.3,0.107273,0.011507496529,0.934377,,,,,,
347,-92.7,0.934033,23.49,23.3796,21.4686,78.7177,74.2202,-42258.7,-91562.7,0.110365,0.012180433225,0.934033,,,,,,
348,-92.7,0.933689,23.48,23.3765,21.4651,78.7147,74.3054,-42173.8,-91478.1,0.103455,0.010702937025,0.933689,,,,,,
349,-92.7,0.933346,23.49,23.3735,21.4616,78.7117,74.2202,-42088.8,-91393.6,0.116547,0.013583203209,0.933346,,,,,,
350,-92.7,0.933002,23.49,23.3704,21.4581,78.7088,74.2202,-42003.9,-91309,0.119639,0.014313490321,0.933002,,,,,,
351,-92.7,0.932658,23.49,23.3673,21.4546,78.7058,74.2202,-41919,-91224.4,0.12273,0.0150626529,0.932658,,,,,,
352,-92.7,0.932315,23.48,23.3642,21.4512,78.7029,74.3054,-41834,-91139.8,0.115822,0.013414735684,0.932315,,,,,,
353,-92.7,0.931971,23.47,23.3611,21.4477,78.6999,74.3906,-41749.1,-91055.3,0.108914,0.011862259396,0.931971,,,,,,
354,-92.7,0.931627,23.49,23.358,21.4442,78.6969,74.2202,-41664.2,-90970.7,0.132004,0.017425056016,0.931627,,,,,,
355,-92.76,0.931283,23.47,23.3524,21.4382,78.694,74.3906,-41579.2,-90886.1,0.11761,0.0138321121,0.931283,,,,,,
356,-92.7,0.93094,23.49,23.3518,21.4372,78.691,74.2202,-41372.1,-90680.4,0.13819,0.0190964761,0.93094,,,,,,
357,-92.7,0.930596,23.47,23.3487,21.4338,78.688,74.3906,-41409.3,-90716.9,0.121281,0.014709080961,0.930596,,,,,,
358,-92.7,0.930252,23.49,23.3456,21.4303,78.6851,74.2202,-41324.4,-90632.3,0.144373,0.020843563129,0.930252,,,,,,
359,-92.7,0.929909,23.49,23.3425,21.4268,78.6821,74.2202,-41239.4,-90547.8,0.147465,0.021745926225,0.929909,,,,,,
360,-92.7,0.929565,23.47,23.3394,21.4234,78.6791,74.3906,-41154.5,-90463.2,0.130557,0.017045130249,0.929565,,,,,,
361,-92.7,0.929221,23.47,23.3364,21.4199,78.6762,74.3906,-41069.6,-90378.6,0.133647,0.017861520609,0.929221,,,,,,
362,-92.7,0.928878,23.47,23.3333,21.4165,78.6732,74.3906,-40984.6,-90294.1,0.136739,0.018697554121,0.928878,,,,,,
363,-92.7,0.928534,23.48,23.3302,21.413,78.6703,74.3054,-40899.7,-90209.5,0.14983,0.0224490289,0.928534,,,,,,
364,-92.7,0.92819,23.48,23.3271,21.4096,78.6673,74.3054,-40814.7,-90124.9,0.152922,0.023385138084,0.92819,,,,,,
365,-92.7,0.927847,23.47,23.324,21.4061,78.6643,74.3906,-40729.8,-90040.4,0.146014,0.021320088196,0.927847,,,,,,
366,-92.7,0.927503,23.48,23.3209,21.4027,78.6614,74.3054,-40644.9,-89955.8,0.159106,0.025314719236,0.927503,,,,,,
367,-92.7,0.927159,23.48,23.3178,21.3992,78.6584,74.3054,-40559.9,-89871.2,0.162198,0.026308191204,0.927159,,,,,,
368,-92.7,0.926816,23.47,23.3147,21.3958,78.6554,74.3906,-40475,-89786.6,0.155287,0.024114052369,0.926816,,,,,,
369,-92.7,0.926472,23.47,23.3116,21.3923,78.6525,74.3906,-40390.1,-89702.1,0.158379,0.025083907641,0.926472,,,,,,
370,-92.7,0.926128,23.46,23.3085,21.3889,78.6495,74.476,-40305.1,-89617.5,0.151471,0.022943463841,0.926128,,,,,,
371,-92.7,0.925784,23.47,23.3054,21.3855,78.6466,74.3906,-40220.2,-89532.9,0.164563,0.027080980969,0.925784,,,,,,
372,-92.7,0.925441,23.46,23.3023,21.382,78.6436,74.476,-40135.3,-89448.4,0.157655,0.024855099025,0.925441,,,,,,
373,-92.7,0.925097,23.45,23.2993,21.3786,78.6406,74.5613,-40050.3,-89363.8,0.150747,0.022724658009,0.925097,,,,,,
374,-92.7,0.924753,23.46,23.2962,21.3752,78.6377,74.476,-39965.4,-89279.2,0.163836,0.026842234896,0.924753,,,,,,
375,-92.7,0.92441,23.46,23.2931,21.3718,78.6347,74.476,-39880.4,-89194.7,0.166928,0.027864957184,0.92441,,,,,,
376,-92.7,0.924066,23.46,23.29,21.3684,78.6317,74.476,-39795.5,-89110.1,0.17002,0.0289068004,0.924066,,,,,,
377,-92.7,0.923722,23.45,23.2869,21.3649,78.6288,74.5613,-39710.6,-89025.5,0.163112,0.026605524544,0.923722,,,,,,
378,-92.7,0.923379,23.46,23.2838,21.3615,78.6258,74.476,-39625.7,-88941,0.176204,0.031047849616,0.923379,,,,,,
379,-92.7,0.923035,23.46,23.2807,21.3581,78.6228,74.476,-39540.7,-88856.4,0.179295,0.032146697025,0.923035,,,,,,
380,-92.7,0.922691,23.46,23.2776,21.3547,78.6199,74.476,-39455.8,-88771.8,0.182387,0.033265017769,0.922691,,,,,,
381,-92.7,0.922348,23.44,23.2745,21.3513,78.6169,74.6468,-39370.8,-88687.3,0.165477,0.027382637529,0.922348,,,,,,
382,-92.7,0.922004,23.45,23.2714,21.3479,78.614,74.5613,-39285.9,-88602.7,0.178569,0.031886887761,0.922004,,,,,,
383,-92.7,0.92166,23.45,23.2683,21.3445,78.611,74.5613,-39201,-88518.2,0.181661,0.033000718921,0.92166,,,,,,
384,-92.7,0.921317,23.44,23.2652,21.3411,78.608,74.6468,-39116,-88433.6,0.174753,0.030538611009,0.921317,,,,,,
385,-92.7,0.920973,23.44,23.2622,21.3377,78.6051,74.6468,-39031.1,-88349,0.177844,0.031628488336,0.920973,,,,,,
386,-92.7,0.920629,23.43,23.2591,21.3343,78.6021,74.7323,-38946.2,-88264.5,0.170936,0.029219116096,0.920629,,,,,,
387,-92.7,0.920286,23.43,23.256,21.331,78.5991,74.7323,-38861.2,-88179.9,0.174028,0.030285744784,0.920286,,,,,,
388,-92.7,0.919942,23.44,23.2529,21.3276,78.5962,74.6468,-38776.3,-88095.3,0.187118,0.035013145924,0.919942,,,,,,
389,-92.7,0.919598,23.43,23.2498,21.3242,78.5932,74.7323,-38691.4,-88010.8,0.18021,0.0324756441,0.919598,,,,,,
390,-92.7,0.919255,23.43,23.2467,21.3208,78.5902,74.7323,-38606.4,-87926.2,0.183302,0.033599623204,0.919255,,,,,,
391,-92.7,0.918911,23.43,23.2436,21.3175,78.5873,74.7323,-38521.5,-87841.7,0.186393,0.034742350449,0.918911,,,,,,
392,-92.7,0.918567,23.42,23.2405,21.3141,78.5843,74.8178,-38436.5,-87757.1,0.179485,0.032214865225,0.918567,,,,,,
393,-92.7,0.918224,23.44,23.2374,21.3107,78.5814,74.6468,-38351.6,-87672.5,0.202577,0.041037440929,0.918224,,,,,,
