N,I_Real,U_Real,U_linear_SUN_model,U_result_kf,OCV_from_SOC,SOC_from_OCV,U_non_linear,U_ekf_result,Err_non_linear
8590,-6.04,47.09,47.0639,47.1064,49.2244,0.625715,47.0476,47.1392,0.0423697
8591,-6.04,47.09,47.0629,47.1055,49.2232,0.625715,47.0466,47.138,0.0434187
8592,-6.04,47.1,47.062,47.1045,49.222,0.625819,47.0455,47.1371,0.0544716
8593,-6.04,47.09,47.061,47.1036,49.2207,0.625715,47.0445,47.1356,0.0455244
8594,-6.04,47.09,47.0601,47.1026,49.2195,0.625715,47.0434,47.1344,0.0465735
8595,-6.04,47.09,47.0592,47.1017,49.2183,0.625715,47.0424,47.1332,0.0476263
8596,-6.03,47.11,47.0617,47.1042,49.2171,0.62593,47.0413,47.1327,0.0686792
8597,-6.03,47.11,47.0607,47.1033,49.216,0.62593,47.0437,47.135,0.0662645
8598,-6.03,47.11,47.0598,47.1023,49.2148,0.62593,47.0427,47.1338,0.0673135
8599,-6.04,47.09,47.0554,47.098,49.2136,0.625715,47.0416,47.1321,0.0483626
8600,-6.04,47.09,47.0545,47.097,49.2124,0.625715,47.0371,47.1275,0.052883
8601,-6.04,47.09,47.0536,47.0961,49.2112,0.625715,47.0361,47.1263,0.0539359
8602,-6.04,47.07,47.0526,47.0951,49.2099,0.62553,47.035,47.1245,0.0349887
8603,-6.04,47.09,47.0517,47.0942,49.2087,0.625715,47.034,47.1239,0.0560416
8604,-6.04,47.07,47.0507,47.0932,49.2074,0.62553,47.0329,47.1221,0.0370944
8605,-6.05,47.07,47.0464,47.0889,49.2061,0.62553,47.0318,47.1208,0.0381511
8606,-6.04,47.07,47.0489,47.0914,49.2049,0.62553,47.0273,47.1163,0.0426715
8607,-6.05,47.09,47.0445,47.087,49.2037,0.625715,47.0297,47.1191,0.0602606
8608,-6.04,47.07,47.047,47.0895,49.2025,0.62553,47.0252,47.1139,0.044781
8609,-6.05,47.07,47.0426,47.0851,49.2012,0.62553,47.0276,47.1161,0.0423701
8610,-6.04,47.07,47.0451,47.0876,49.2,0.62553,47.0231,47.1115,0.0468944
8611,-6.04,47.1,47.0442,47.0867,49.1989,0.625819,47.0255,47.1147,0.0744835
8612,-6.04,47.07,47.0433,47.0857,49.1976,0.62553,47.0245,47.1126,0.0455402
8613,-6.04,47.06,47.0423,47.0848,49.1963,0.625448,47.0234,47.111,0.036593
8614,-6.05,47.07,47.0379,47.0804,49.1951,0.62553,47.0224,47.1101,0.0476497
8615,-6.05,47.07,47.037,47.0794,49.1939,0.62553,47.0178,47.1056,0.0521739
8616,-6.05,47.07,47.0361,47.0785,49.1927,0.62553,47.0168,47.1044,0.0532306
8617,-6.04,47.06,47.0386,47.081,49.1915,0.625448,47.0157,47.1029,0.0442911
8618,-6.05,47.06,47.0342,47.0766,49.1902,0.625448,47.0181,47.1051,0.0418802
8619,-6.05,47.06,47.0332,47.0757,49.189,0.625448,47.0136,47.1005,0.0464044
8620,-6.04,47.08,47.0358,47.0782,49.1878,0.625619,47.0125,47.1,0.0674649
8621,-6.05,47.06,47.0314,47.0738,49.1866,0.625448,47.0149,47.1016,0.0450578
8622,-6.05,47.04,47.0304,47.0728,49.1853,0.625307,47.0104,47.0963,0.0295821
8623,-6.04,47.06,47.0329,47.0753,49.1841,0.625448,47.0094,47.0958,0.0506425
8624,-6.04,47.08,47.032,47.0744,49.183,0.625619,47.0118,47.0986,0.0682355
8625,-6.05,47.04,47.0276,47.07,49.1817,0.625307,47.0107,47.0962,0.0292921
8626,-6.05,47.04,47.0267,47.069,49.1804,0.625307,47.0062,47.0916,0.0338202
8627,-6.07,47.02,47.0189,47.0612,49.179,0.625195,47.0051,47.0896,0.0148807
8628,-6.05,47.04,47.0248,47.0671,49.1777,0.625307,46.9971,47.0823,0.0428725
8629,-6.03,47.07,47.0308,47.0731,49.1766,0.62553,47.003,47.0888,0.0670055
8630,-6.05,47.04,47.0229,47.0653,49.1753,0.625307,47.0089,47.0934,0.0311308
8631,-6.04,47.04,47.0254,47.0678,49.1741,0.625307,47.0009,47.0854,0.0391264
8632,-6.05,47.04,47.0211,47.0634,49.1728,0.625307,47.0033,47.0876,0.0367194
8633,-6.05,47.04,47.0201,47.0624,49.1715,0.625307,46.9988,47.083,0.0412474
8634,-6.05,47.03,47.0192,47.0615,49.1703,0.625247,46.9977,47.0814,0.0323079
8635,-6.05,47.03,47.0182,47.0605,49.169,0.625247,46.9966,47.0802,0.0333722
8636,-6.05,47.03,47.0173,47.0596,49.1677,0.625247,46.9956,47.0789,0.0344327
8637,-6.04,47.04,47.0198,47.0621,49.1665,0.625307,46.9945,47.0781,0.045497
8638,-6.04,47.03,47.0189,47.0611,49.1652,0.625247,46.9969,47.0799,0.0330937
8639,-6.04,47.03,47.0179,47.0602,49.1639,0.625247,46.9958,47.0786,0.0341542
8640,-6.04,47.03,47.017,47.0592,49.1626,0.625247,46.9948,47.0774,0.0352185
8641,-6.07,47,47.0057,47.0479,49.1612,0.625113,46.9937,47.0751,0.00627899
8642,-6.04,47.03,47.0151,47.0573,49.16,0.625247,46.9823,47.0648,0.0477422
8643,-6.05,47.03,47.0107,47.0529,49.1588,0.625247,46.9916,47.0736,0.0384114
8644,-6.03,47.04,47.0167,47.0589,49.1576,0.625307,46.9871,47.0694,0.0529395
8645,-6.04,47.01,47.0123,47.0544,49.1562,0.62515,46.9929,47.0739,0.0170724
8646,-6.04,47.01,47.0114,47.0535,49.1549,0.62515,46.9884,47.0693,0.0216005
8647,-6.04,47.01,47.0105,47.0525,49.1536,0.62515,46.9873,47.068,0.0226648
8648,-6.04,47,47.0095,47.0516,49.1522,0.625113,46.9863,47.0664,0.0137253
8649,-6.04,47.01,47.0086,47.0506,49.1509,0.62515,46.9852,47.0654,0.0247896
8650,-6.04,47.04,47.0076,47.0497,49.1497,0.625307,46.9841,47.0652,0.0558539
8651,-6.05,47.03,47.0033,47.0453,49.1485,0.625247,46.9831,47.0637,0.046922
8652,-6.05,47.01,47.0023,47.0443,49.1473,0.62515,46.9785,47.0585,0.03145
8653,-6.04,47.04,47.0048,47.0468,49.1461,0.625307,46.9775,47.0583,0.0625182
8654,-6.04,47,47.0039,47.0459,49.1448,0.625113,46.9799,47.0592,0.0201187
8655,-6.04,47,47.003,47.0449,49.1435,0.625113,46.9788,47.0579,0.021183
8656,-6.04,47,47.002,47.044,49.1421,0.625113,46.9777,47.0566,0.0222511
8657,-6.05,47,46.9976,47.0396,49.1408,0.625113,46.9767,47.0553,0.0233154
8658,-6.04,47.01,47.0001,47.0421,49.1396,0.62515,46.9722,47.051,0.0378473
8659,-6.07,46.97,46.9889,47.0308,49.1381,0.625047,46.9745,47.0518,0.00454834
8660,-6.05,47.01,46.9948,47.0367,49.1369,0.62515,46.9631,47.0418,0.0469186
8661,-6.04,47.02,46.9973,47.0392,49.1357,0.625195,46.9689,47.0476,0.0510554
8662,-6.05,46.98,46.993,47.0348,49.1344,0.625061,46.9713,47.0484,0.00865982
8663,-6.05,47,46.992,47.0339,49.1331,0.625113,46.9668,47.0445,0.0331917
8664,-6.03,47.02,46.998,47.0398,49.1319,0.625195,46.9657,47.0439,0.0542636
8665,-6.05,47,46.9901,47.032,49.1307,0.625113,46.9716,47.0488,0.0283966
8666,-6.04,47.02,46.9926,47.0345,49.1295,0.625195,46.9636,47.0416,0.0563998
8667,-6.05,46.98,46.9883,47.0301,49.1282,0.625061,46.966,47.0424,0.0140004
8668,-6.05,47,46.9873,47.0291,49.1269,0.625113,46.9615,47.0384,0.0385361
8669,-6.05,47,46.9864,47.0282,49.1257,0.625113,46.9604,47.0372,0.039608
8670,-6.04,47.01,46.9889,47.0307,49.1245,0.62515,46.9593,47.0364,0.0506799
8671,-6.05,47,46.9845,47.0263,49.1233,0.625113,46.9617,47.0383,0.0382843
8672,-6.05,46.98,46.9836,47.0253,49.122,0.625061,46.9572,47.033,0.02282
8673,-6.05,46.98,46.9826,47.0243,49.1207,0.625061,46.9561,47.0318,0.0238919
8674,-6.04,47.02,46.9852,47.0268,49.1195,0.625195,46.955,47.0319,0.0649638
8675,-6.05,46.98,46.9808,47.0224,49.1182,0.625061,46.9574,47.0328,0.0225682
8676,-6.05,46.98,46.9798,47.0215,49.117,0.625061,46.9529,47.0282,0.0271039
8677,-6.05,46.98,46.9789,47.0205,49.1157,0.625061,46.9518,47.0269,0.0281796
8678,-6.05,46.98,46.978,47.0196,49.1144,0.625061,46.9507,47.0257,0.0292516
8679,-6.05,46.98,46.977,47.0186,49.1131,0.625061,46.9497,47.0244,0.0303235
8680,-6.04,47.01,46.9795,47.0211,49.112,0.62515,46.9486,47.0243,0.0613954
8681,-6.05,46.98,46.9751,47.0167,49.1107,0.625061,46.951,47.0255,0.0290036
8682,-6.05,46.98,46.9742,47.0158,49.1095,0.625061,46.9465,47.0209,0.0335431
8683,-6.05,46.97,46.9733,47.0148,49.1082,0.625047,46.9454,47.0193,0.024615
8684,-6.05,46.98,46.9723,47.0139,49.1069,0.625061,46.9443,47.0184,0.0356908
8685,-6.05,46.97,46.9714,47.0129,49.1057,0.625047,46.9432,47.0169,0.0267665
8686,-6.05,46.97,46.9705,47.0119,49.1044,0.625047,46.9422,47.0157,0.0278384
8687,-6.05,46.97,46.9695,47.011,49.1031,0.625047,46.9411,47.0144,0.0289142
8688,-6.04,46.99,46.972,47.0135,49.1019,0.625083,46.94,47.0139,0.0499899
8689,-6.05,46.97,46.9676,47.0091,49.1007,0.625047,46.9424,47.0154,0.0275981
8690,-6.04,46.99,46.9702,47.0116,49.0995,0.625083,46.9379,47.0115,0.0521414
8691,-6.05,46.97,46.9658,47.0072,49.0982,0.625047,46.9403,47.013,0.0297496
8692,-6.05,46.97,46.9648,47.0062,49.097,0.625047,46.9357,47.0085,0.0342891
8693,-6.05,46.97,46.9639,47.0053,49.0957,0.625047,46.9346,47.0073,0.0353648
8694,-6.05,46.95,46.963,47.0043,49.0944,0.62504,46.9336,47.0054,0.0164444
8695,-6.05,46.95,46.962,47.0034,49.0931,0.62504,46.9325,47.0041,0.0175201
8696,-6.05,46.95,46.9611,47.0024,49.0918,0.62504,46.9314,47.0028,0.0185959
8697,-6.04,46.98,46.9636,47.0049,49.0906,0.625061,46.9303,47.0026,0.0496754
8698,-6.05,46.97,46.9592,47.0005,49.0894,0.625047,46.9327,47.0045,0.0372874
8699,-6.05,46.95,46.9583,46.9995,49.0881,0.62504,46.9282,46.9992,0.0218307
8700,-6.04,46.98,46.9608,47.002,49.0869,0.625061,46.9271,46.999,0.0529065
8701,-6.04,46.98,46.9598,47.0011,49.0858,0.625061,46.9295,47.0012,0.0505185
8702,-6.05,46.95,46.9555,46.9967,49.0845,0.62504,46.9284,46.9991,0.0215942
8703,-6.05,46.94,46.9545,46.9957,49.0831,0.625049,46.9239,46.9941,0.0161414
8704,-6.05,46.95,46.9536,46.9948,49.0819,0.62504,46.9228,46.9932,0.0272209
8705,-6.05,46.94,46.9526,46.9938,49.0806,0.625049,46.9217,46.9916,0.0183005
8706,-6.05,46.95,46.9517,46.9929,49.0793,0.62504,46.9206,46.9907,0.02938
8707,-6.05,46.94,46.9508,46.9919,49.078,0.625049,46.9195,46.9891,0.0204596
8708,-6.05,46.94,46.9498,46.9909,49.0767,0.625049,46.9185,46.9879,0.0215392
8709,-6.05,46.94,46.9489,46.99,49.0754,0.625049,46.9174,46.9866,0.0226187
8710,-6.05,46.94,46.948,46.989,49.0741,0.625049,46.9163,46.9854,0.0236983
8711,-6.05,46.94,46.947,46.9881,49.0729,0.625049,46.9152,46.9841,0.0247816
8712,-6.05,46.94,46.9461,46.9871,49.0716,0.625049,46.9141,46.9829,0.0258612
8713,-6.05,46.94,46.9451,46.9861,49.0703,0.625049,46.9131,46.9817,0.0269446
8714,-6.05,46.94,46.9442,46.9852,49.0691,0.625049,46.912,46.9804,0.0280241
8715,-6.05,46.94,46.9433,46.9842,49.0678,0.625049,46.9109,46.9792,0.0291075
8716,-6.05,46.94,46.9423,46.9833,49.0665,0.625049,46.9098,46.978,0.0301909
8717,-6.05,46.92,46.9414,46.9823,49.0652,0.625088,46.9087,46.9761,0.0112704
8718,-6.05,46.92,46.9405,46.9813,49.0639,0.625088,46.9076,46.9748,0.0123538
8719,-6.04,46.95,46.943,46.9838,49.0627,0.62504,46.9066,46.9746,0.0434372
8720,-6.05,46.92,46.9386,46.9794,49.0614,0.625088,46.9089,46.9757,0.011053
8721,-6.04,46.92,46.9411,46.9819,49.06,0.625088,46.9044,46.9711,0.0156039
8722,-6.05,46.92,46.9367,46.9775,49.0587,0.625088,46.9068,46.9732,0.0132198
8723,-6.05,46.92,46.9358,46.9765,49.0574,0.625088,46.9022,46.9685,0.0177669
8724,-6.05,46.92,46.9348,46.9756,49.0561,0.625088,46.9011,46.9673,0.0188541
8725,-6.05,46.92,46.9339,46.9746,49.0548,0.625088,46.9001,46.966,0.0199374
8726,-6.05,46.92,46.933,46.9736,49.0535,0.625088,46.899,46.9648,0.0210208
8727,-6.03,46.95,46.9389,46.9796,49.0524,0.62504,46.8979,46.9646,0.052108
8728,-6.05,46.92,46.9311,46.9717,49.0511,0.625088,46.9037,46.9691,0.0162601
8729,-6.05,46.91,46.9301,46.9708,49.0498,0.625119,46.8957,46.9608,0.0142747
8730,-6.04,46.93,46.9327,46.9733,49.0486,0.625065,46.8946,46.9602,0.0353581
8731,-6.04,46.95,46.9317,46.9723,49.0474,0.62504,46.897,46.9631,0.0529778
8732,-6.04,46.93,46.9308,46.9714,49.0462,0.625065,46.8959,46.9613,0.0340649
8733,-6.05,46.91,46.9264,46.9669,49.0449,0.625119,46.8949,46.9594,0.0151483
8734,-6.05,46.91,46.9255,46.966,49.0436,0.625119,46.8903,46.9548,0.0196992
8735,-6.07,46.89,46.9176,46.9581,49.0422,0.625205,46.8892,46.9529,0.000786438
8736,-6.04,46.91,46.927,46.9675,49.041,0.625119,46.8812,46.9456,0.0288087
8737,-6.05,46.91,46.9226,46.9631,49.0397,0.625119,46.8905,46.9544,0.0194971
8738,-6.04,46.91,46.9252,46.9656,49.0384,0.625119,46.8859,46.9498,0.0240518
8739,-6.05,46.91,46.9208,46.9612,49.0372,0.625119,46.8883,46.9519,0.0216714
8740,-6.05,46.89,46.9198,46.9602,49.0358,0.625205,46.8838,46.9467,0.0062262
8741,-6.07,46.89,46.912,46.9523,49.0345,0.625205,46.8827,46.9453,0.00731339
8742,-6.05,46.89,46.918,46.9583,49.0332,0.625205,46.8747,46.9374,0.0153357
8743,-6.05,46.91,46.917,46.9573,49.0319,0.625119,46.8805,46.9435,0.0294954
8744,-6.05,46.89,46.9161,46.9563,49.0306,0.625205,46.8794,46.9416,0.0105864
8745,-6.05,46.89,46.9151,46.9554,49.0293,0.625205,46.8783,46.9403,0.0116736
8746,-6.05,46.89,46.9142,46.9544,49.028,0.625205,46.8772,46.939,0.0127646
8747,-6.05,46.89,46.9133,46.9534,49.0266,0.625205,46.8761,46.9378,0.0138556
8748,-6.05,46.89,46.9123,46.9525,49.0253,0.625205,46.8751,46.9365,0.0149466
8749,-6.05,46.89,46.9114,46.9515,49.024,0.625205,46.874,46.9352,0.0160376
8750,-6.05,46.89,46.9105,46.9505,49.0228,0.625205,46.8729,46.934,0.0171286
8751,-6.05,46.88,46.9095,46.9496,49.0214,0.62526,46.8718,46.9324,0.0082196
8752,-6.05,46.89,46.9086,46.9486,49.0201,0.625205,46.8707,46.9314,0.0193106
8753,-6.04,46.92,46.9111,46.9511,49.019,0.625088,46.8696,46.9312,0.0504016
8754,-6.05,46.89,46.9067,46.9467,49.0177,0.625205,46.872,46.9325,0.0180251
8755,-6.05,46.88,46.9058,46.9457,49.0164,0.62526,46.8674,46.9275,0.0125836
8756,-6.05,46.88,46.9048,46.9448,49.0151,0.62526,46.8663,46.9263,0.0136784
8757,-6.05,46.88,46.9039,46.9438,49.0138,0.62526,46.8652,46.925,0.0147694
8758,-6.05,46.88,46.903,46.9428,49.0125,0.62526,46.8641,46.9237,0.0158643
8759,-6.05,46.88,46.902,46.9419,49.0112,0.62526,46.863,46.9225,0.0169553
8760,-6.05,46.88,46.9011,46.9409,49.01,0.62526,46.8619,46.9213,0.0180501
8761,-6.04,46.88,46.9036,46.9434,49.0087,0.62526,46.8609,46.92,0.0191449
8762,-6.05,46.88,46.8992,46.939,49.0074,0.62526,46.8632,46.9221,0.0167683
8763,-6.04,46.88,46.9017,46.9415,49.0061,0.62526,46.8587,46.9175,0.0213307
8764,-6.05,46.88,46.8973,46.937,49.0049,0.62526,46.861,46.9197,0.018958
8765,-6.05,46.86,46.8964,46.9361,49.0035,0.625392,46.8565,46.9144,0.00351654
8766,-6.05,46.86,46.8955,46.9351,49.0022,0.625392,46.8554,46.9131,0.00461136
8767,-6.05,46.86,46.8945,46.9341,49.0008,0.625392,46.8543,46.9118,0.00570618
8768,-6.05,46.86,46.8936,46.9332,48.9995,0.625392,46.8532,46.9105,0.00680481
8769,-6.05,46.88,46.8926,46.9322,48.9983,0.62526,46.8521,46.9099,0.0278996
8770,-6.05,46.86,46.8917,46.9312,48.997,0.625392,46.851,46.908,0.00899445
8771,-6.05,46.86,46.8908,46.9303,48.9957,0.625392,46.8499,46.9068,0.0100931
8772,-6.05,46.86,46.8898,46.9293,48.9944,0.625392,46.8488,46.9055,0.0111879
8773,-6.05,46.86,46.8889,46.9283,48.9931,0.625392,46.8477,46.9042,0.0122865
8774,-6.05,46.86,46.888,46.9274,48.9918,0.625392,46.8466,46.903,0.0133813
8775,-6.05,46.85,46.887,46.9264,48.9904,0.625471,46.8455,46.9014,0.00447998
8776,-6.05,46.86,46.8861,46.9254,48.9891,0.625392,46.8444,46.9004,0.0155786
8777,-6.05,46.86,46.8851,46.9244,48.9879,0.625392,46.8433,46.8992,0.0166772
8778,-6.04,46.89,46.8876,46.9269,48.9867,0.625205,46.8422,46.899,0.0477759
8779,-6.05,46.85,46.8833,46.9225,48.9854,0.625471,46.8446,46.8999,0.00540695
8780,-6.05,46.85,46.8823,46.9216,48.9841,0.625471,46.84,46.8952,0.00996933
8781,-6.07,46.84,46.8745,46.9137,48.9828,0.625556,46.8389,46.8936,0.00106796
8782,-6.05,46.85,46.8805,46.9196,48.9815,0.625471,46.8309,46.886,0.0191017
8783,-6.03,46.89,46.8864,46.9256,48.9804,0.625205,46.8367,46.8928,0.0532729
8784,-6.05,46.85,46.8786,46.9177,48.9791,0.625471,46.8426,46.8971,0.00743637
8785,-6.04,46.87,46.8811,46.9202,48.9779,0.625322,46.8345,46.8898,0.0354663
8786,-6.05,46.85,46.8767,46.9158,48.9766,0.625471,46.8369,46.8913,0.0131012
8787,-6.05,46.85,46.8758,46.9148,48.9753,0.625471,46.8323,46.8867,0.0176674
8788,-6.04,46.86,46.8783,46.9173,48.9741,0.625392,46.8312,46.8858,0.028766
8789,-6.05,46.85,46.8739,46.9129,48.9729,0.625471,46.8336,46.8877,0.0164009
8790,-6.04,46.87,46.8764,46.9154,48.9717,0.625322,46.829,46.8838,0.0409671
8791,-6.05,46.83,46.872,46.9109,48.9703,0.62565,46.8314,46.8846,0.00139801
8792,-6.05,46.83,46.8711,46.91,48.969,0.62565,46.8268,46.88,0.003172
8793,-6.05,46.83,46.8701,46.909,48.9677,0.62565,46.8257,46.8787,0.00427444
8794,-6.05,46.83,46.8692,46.908,48.9664,0.62565,46.8246,46.8774,0.00537689
8795,-6.04,46.86,46.8717,46.9105,48.9652,0.625392,46.8235,46.8772,0.0364793
8796,-6.05,46.83,46.8673,46.9061,48.9639,0.62565,46.8259,46.8783,0.00411423
8797,-6.05,46.83,46.8664,46.9051,48.9626,0.62565,46.8213,46.8737,0.00868423
8798,-6.07,46.83,46.8586,46.8973,48.9613,0.62565,46.8202,46.8724,0.00978668
8799,-6.04,46.86,46.868,46.9066,48.9601,0.625392,46.8122,46.8655,0.0478242
8800,-6.05,46.82,46.8636,46.9022,48.9588,0.625752,46.8215,46.8731,0.00146835
8801,-6.05,46.83,46.8626,46.9013,48.9575,0.62565,46.8169,46.8688,0.0131017
8802,-6.05,46.83,46.8617,46.9003,48.9562,0.62565,46.8158,46.8676,0.0142079
8803,-6.05,46.82,46.8608,46.8993,48.9549,0.625752,46.8147,46.866,0.00531036
8804,-6.05,46.82,46.8598,46.8983,48.9536,0.625752,46.8136,46.8647,0.00641663
8805,-6.05,46.82,46.8589,46.8974,48.9523,0.625752,46.8125,46.8634,0.00752289
8806,-6.05,46.82,46.858,46.8964,48.951,0.625752,46.8114,46.8622,0.00862915
8807,-6.07,46.82,46.8501,46.8885,48.9497,0.625752,46.8103,46.8609,0.00973541
8808,-6.04,46.84,46.8595,46.8979,48.9485,0.625556,46.8022,46.8537,0.037773
8809,-6.04,46.84,46.8586,46.8969,48.9473,0.625556,46.8115,46.8626,0.0284842
8810,-6.05,46.82,46.8542,46.8925,48.946,0.625752,46.8104,46.8607,0.00958664
8811,-6.05,46.82,46.8533,46.8916,48.9448,0.625752,46.8058,46.8561,0.0141605
8812,-6.05,46.8,46.8523,46.8906,48.9434,0.62598,46.8047,46.8542,0.00473328
8813,-6.07,46.78,46.8445,46.8827,48.9419,0.626239,46.8036,46.8522,0.0236232
8814,-6.05,46.8,46.8504,46.8886,48.9406,0.62598,46.7956,46.8448,0.00441818
8815,-6.05,46.82,46.8495,46.8876,48.9394,0.625752,46.8014,46.8509,0.018597
8816,-6.04,46.84,46.852,46.8901,48.9382,0.625556,46.8003,46.8504,0.0397032
8817,-6.05,46.8,46.8476,46.8857,48.9369,0.62598,46.8027,46.8512,0.00265427
8818,-6.04,46.83,46.8501,46.8882,48.9357,0.62565,46.7981,46.8476,0.0319196
8819,-6.04,46.83,46.8492,46.8872,48.9345,0.62565,46.8004,46.8498,0.0295621
8820,-6.05,46.8,46.8448,46.8828,48.9332,0.62598,46.7993,46.8476,0.00067215
8821,-6.04,46.83,46.8473,46.8853,48.932,0.62565,46.7948,46.844,0.035246
8822,-6.05,46.8,46.843,46.8809,48.9307,0.62598,46.7971,46.8452,0.00288849
8823,-6.04,46.81,46.8455,46.8834,48.9294,0.625862,46.7925,46.8409,0.0174661
8824,-6.05,46.8,46.8411,46.8789,48.9281,0.62598,46.7949,46.8427,0.00510864
8825,-6.05,46.8,46.8401,46.878,48.9268,0.62598,46.7903,46.8381,0.00968628
8826,-6.05,46.79,46.8392,46.877,48.9255,0.626105,46.7892,46.8365,0.000796356
8827,-6.04,46.81,46.8417,46.8795,48.9243,0.625862,46.7881,46.8359,0.0219064
8828,-6.05,46.79,46.8373,46.875,48.9229,0.626105,46.7904,46.8374,0.000447235
8829,-6.05,46.79,46.8364,46.8741,48.9216,0.626105,46.7859,46.8328,0.0041304
8830,-6.05,46.79,46.8355,46.8731,48.9203,0.626105,46.7848,46.8315,0.00524048
8831,-6.05,46.79,46.8345,46.8721,48.919,0.626105,46.7836,46.8302,0.00635437
8832,-6.04,46.81,46.837,46.8746,48.9178,0.625862,46.7825,46.8297,0.0274683
8833,-6.05,46.79,46.8326,46.8702,48.9165,0.626105,46.7849,46.8312,0.00511459
8834,-6.05,46.79,46.8317,46.8692,48.9152,0.626105,46.7803,46.8266,0.00969223
8835,-6.05,46.79,46.8308,46.8682,48.914,0.626105,46.7792,46.8253,0.0108061
8836,-6.04,46.81,46.8333,46.8707,48.9128,0.625862,46.7781,46.8248,0.03192
8837,-6.05,46.78,46.8289,46.8663,48.9115,0.626239,46.7804,46.826,0.000433655
8838,-6.05,46.78,46.828,46.8653,48.9102,0.626239,46.7759,46.8213,0.0041478
8839,-6.05,46.78,46.827,46.8643,48.9089,0.626239,46.7747,46.8201,0.00526169
8840,-6.05,46.78,46.8261,46.8634,48.9076,0.626239,46.7736,46.8188,0.00637939
8841,-6.05,46.78,46.8251,46.8624,48.9063,0.626239,46.7725,46.8176,0.00749329
8842,-6.05,46.78,46.8242,46.8614,48.905,0.626239,46.7714,46.8163,0.00860718
8843,-6.05,46.78,46.8233,46.8604,48.9037,0.626239,46.7703,46.8151,0.00972488
8844,-6.05,46.78,46.8223,46.8595,48.9024,0.626239,46.7692,46.8138,0.0108426
8845,-6.04,46.78,46.8248,46.8619,48.9012,0.626239,46.768,46.8126,0.0119565
8846,-6.04,46.78,46.8239,46.861,48.8999,0.626239,46.7704,46.8147,0.00960663
8847,-6.04,46.8,46.823,46.86,48.8987,0.62598,46.7693,46.8142,0.0307243
8848,-6.04,46.78,46.822,46.859,48.8975,0.626239,46.7682,46.8124,0.0118382
8849,-6.05,46.76,46.8176,46.8546,48.8961,0.626531,46.767,46.8104,0.00704407
8850,-6.04,46.78,46.8202,46.8571,48.8949,0.626239,46.7625,46.8065,0.0175374
8851,-6.05,46.76,46.8158,46.8527,48.8935,0.626531,46.7648,46.8079,0.00481247
8852,-6.05,46.76,46.8148,46.8517,48.8922,0.626531,46.7602,46.8033,0.000227203
8853,-6.03,46.78,46.8208,46.8576,48.891,0.626239,46.7591,46.8027,0.0208905
8854,-6.05,46.76,46.813,46.8497,48.8896,0.626531,46.7649,46.8075,0.0049231
8855,-6.05,46.76,46.812,46.8488,48.8883,0.626531,46.7569,46.7995,0.00312592
8856,-6.07,46.74,46.8042,46.8409,48.8869,0.626855,46.7558,46.7976,0.0157526
8857,-6.05,46.76,46.8101,46.8468,48.8857,0.626531,46.7477,46.7902,0.0123003
8858,-6.07,46.74,46.8023,46.8389,48.8843,0.626855,46.7535,46.795,0.0135095
8859,-6.05,46.76,46.8083,46.8448,48.883,0.626531,46.7455,46.7877,0.0145433
8860,-6.05,46.76,46.8073,46.8439,48.8818,0.626531,46.7513,46.7931,0.00873733
8861,-6.05,46.75,46.8064,46.8429,48.8804,0.626689,46.7501,46.7916,0.000144958
8862,-6.05,46.76,46.8055,46.8419,48.8792,0.626531,46.749,46.7906,0.0109766
8863,-6.05,46.75,46.8045,46.8409,48.8779,0.626689,46.7479,46.7891,0.00209808
8864,-6.05,46.75,46.8036,46.84,48.8766,0.626689,46.7468,46.7878,0.00322342
8865,-6.05,46.75,46.8026,46.839,48.8753,0.626689,46.7457,46.7866,0.00434494
8866,-6.05,46.73,46.8017,46.838,48.8739,0.627029,46.7445,46.7846,0.0145335
8867,-6.05,46.75,46.8008,46.837,48.8726,0.626689,46.7434,46.784,0.00658798
8868,-6.05,46.73,46.7998,46.836,48.8712,0.627029,46.7423,46.782,0.0122867
8869,-6.05,46.75,46.7989,46.8351,48.87,0.626689,46.7412,46.7814,0.00883484
8870,-6.05,46.73,46.798,46.8341,48.8686,0.627029,46.74,46.7795,0.0100398
8871,-6.04,46.75,46.8005,46.8365,48.8674,0.626689,46.7389,46.7789,0.0110855
8872,-6.05,46.73,46.7961,46.8321,48.866,0.627029,46.7413,46.7803,0.0112605
8873,-6.05,46.73,46.7951,46.8311,48.8647,0.627029,46.7367,46.7756,0.00666763
8874,-6.05,46.72,46.7942,46.8301,48.8633,0.627211,46.7355,46.774,0.0155461
8875,-6.05,46.73,46.7933,46.8292,48.8619,0.627029,46.7344,46.773,0.00442078
8876,-6.05,46.72,46.7923,46.8282,48.8606,0.627211,46.7333,46.7714,0.0132954
8877,-6.05,46.73,46.7914,46.8272,48.8593,0.627029,46.7322,46.7704,0.0021701
8878,-6.05,46.73,46.7904,46.8262,48.8579,0.627029,46.731,46.7691,0.00104095
8879,-6.05,46.73,46.7895,46.8252,48.8566,0.627029,46.7299,46.7678,8.43811e-05
8880,-6.05,46.72,46.7886,46.8242,48.8553,0.627211,46.7288,46.7662,0.00879028
8881,-6.05,46.73,46.7876,46.8233,48.854,0.627029,46.7277,46.7653,0.00233887
8882,-6.04,46.75,46.7901,46.8257,48.8528,0.626689,46.7265,46.7647,0.0234642
8883,-6.07,46.69,46.7789,46.8144,48.8513,0.627808,46.7289,46.7648,0.0388742
